Rk,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,WS,All-NBA
467,14.2,0.547,0.469,0.363,0.8,9.1,5,22.9,1.6,0.2,13.9,20.9,0.3,-2.1,-1.8,0.1,2.6,0
468,14,0.54,0.445,0.139,5.5,17.9,11.5,7.7,1.7,1.5,8.7,16.7,0.5,-0.3,0.2,0.9,2.9,0
469,11.8,0.507,0.335,0.132,2.5,6.4,4.5,26.7,1.5,0.4,17.3,20.5,-0.2,-1.7,-2,0,2.2,0
470,16.4,0.611,0.333,0,0,0,0,11.5,3,0,18.2,28.7,-2,-6.2,-8.2,0,0,0
471,9.5,0.503,0.672,0.104,3.6,20.2,11.9,5.7,1.2,2.9,9.5,12.9,-1.9,0.7,-1.2,0.2,0.7,0
472,15.2,0.59,0.008,0.566,8.2,17.4,12.7,5.6,1.1,6.1,11,12,-1.4,1.7,0.3,0.4,1.8,0
473,12.7,0.486,0.159,0.231,2.8,10.5,6.5,23.3,1.4,0.9,11.7,16.8,-1.4,-2.1,-3.4,-0.5,1.2,0
474,11.7,0.469,0.383,0.113,5.3,12.8,8.9,7.1,3.3,1.8,11.4,20,-1.9,-0.1,-2.1,0,0.3,0
475,23.5,0.695,0,0.32,11,15.1,13.1,4.7,1.5,4.2,8.5,17.4,3.1,0.6,3.6,1.5,5.1,0
476,16.5,0.577,0.029,0.429,8.8,9.4,9.1,6.9,2.9,3.2,10.7,16.7,-0.4,0.2,-0.2,0.1,0.3,0
477,11.9,0.524,0.68,0.232,3.2,17.5,10.5,9.4,1.2,1.1,10.6,16.2,-0.1,-0.3,-0.4,0.4,1.9,0
478,12.9,0.493,0.233,0.403,4.1,10.1,7,20.9,2.1,0.7,17.7,27.7,-2.3,-2.3,-4.6,-1.2,-0.9,0
479,16,0.564,0.394,0.321,1.7,8.1,4.9,9,1.2,0.5,8.6,26.8,1.7,-3.6,-1.9,0,2.5,0
480,16.6,0.512,0.228,0.178,6.3,12.8,9.5,11.8,3,1.1,10.7,24.1,0.2,-0.4,-0.2,1.2,3.5,0
481,13.1,0.498,0.002,0.495,9.4,18.8,14.1,10.4,1.5,2.3,15,18.9,-3.2,1.8,-1.3,0.2,2.6,0
482,15.4,0.581,0.003,0.417,10.8,19.6,15.1,5.6,0.9,3,14.9,17.1,-1.9,0.2,-1.7,0.1,2.6,0
